image_index,label,dataset,baseline_mse,baseline_psnr,baseline_ssim,model_mse,model_psnr,model_ssim
416,1,Salt & Pepper,0.044940152507993034,13.473654581014152,0.4834645162767229,0.01155852889308234,19.37097437046317,0.678753800427834
417,7,Salt & Pepper,0.04233514980286514,13.73298899139224,0.4582527504259116,0.023300220576966346,16.3263996760463,0.5379943097682263
418,6,Salt & Pepper,0.05459266066745308,12.62865739087799,0.597117559083583,0.029553364627964502,15.293930678732506,0.6997300767290352
419,7,Salt & Pepper,0.06143610391975848,12.115763336634075,0.5334747152305992,0.014136937910576753,18.49644649418409,0.7767013037917408
420,4,Salt & Pepper,0.045348727772964496,13.434348922627938,0.5369166355372493,0.03467644072800344,14.599654859223513,0.5621250600470122
421,0,Salt & Pepper,0.03818621571450023,14.180933784358896,0.7663070854559324,0.02503407351814859,16.014684766997078,0.7775473711846109
422,2,Salt & Pepper,0.05152251102070553,12.880029791912982,0.565693558210178,0.02673325575774344,15.729481466861039,0.5825510968505859
423,5,Salt & Pepper,0.04549861123064397,13.420018592565734,0.5482334054589479,0.021453727728350563,16.684972353583046,0.6967223394435164
424,5,Salt & Pepper,0.044571397211391105,13.509437515614298,0.6165981593952556,0.02258528611856307,16.461744032683598,0.7387872794385563
425,0,Salt & Pepper,0.03680274070674611,14.341198381336755,0.6630321100656175,0.014591573950713019,18.358978594950738,0.7883919172549084
426,2,Salt & Pepper,0.04186609942091983,13.781374995549495,0.7460952216243117,0.04115945641974348,13.855303694651136,0.6517782969832914
427,7,Salt & Pepper,0.04312226849052902,13.652984007200883,0.5237663820912194,0.018120426717628885,17.41831579345217,0.6778140684960388
428,1,Salt & Pepper,0.045263478020239785,13.442520781549494,0.4955959566210537,0.006354873040569949,21.968931214798666,0.7860352715753681
429,8,Salt & Pepper,0.04915727072966058,13.084122376641892,0.46860901721722964,0.02908193076210859,15.363767638551531,0.617988222761617
430,1,Salt & Pepper,0.03853706188349234,14.141213996034379,0.4203538960551178,0.0033218968405904874,24.786138584162146,0.854167186565036
431,1,Salt & Pepper,0.046008521101082785,13.371617264822506,0.41601748417954737,0.014645445966455511,18.342973991396484,0.779887860572133
432,2,Salt & Pepper,0.04456015727932808,13.510532849477979,0.6525737865161358,0.027431406210774827,15.6175192867231,0.6242677030471989
433,8,Salt & Pepper,0.04150260107681936,13.819246840611513,0.7981708849130699,0.030018419423219127,15.226121786432309,0.775079625210908
434,7,Salt & Pepper,0.0539239617308391,12.6821820818941,0.5679036477922265,0.014490355814630412,18.389209501787004,0.7450019481704685
435,0,Salt & Pepper,0.050629957892888794,12.955924338000768,0.7147177506941049,0.020592030808820147,16.8630082066839,0.816658795450454
436,3,Salt & Pepper,0.038364659615979714,14.160686506512459,0.8128795796653597,0.03758384464415606,14.249987957539217,0.7107568123862902
437,2,Salt & Pepper,0.047368300263668756,13.24512198961161,0.497828149719206,0.02596247723218917,15.85653871311498,0.6413102877182805
438,0,Salt & Pepper,0.042766989180515885,13.68891323236622,0.7810837717579714,0.020974053810093544,16.783176221237664,0.8390986679249671
